ambig-acc,disambig-acc,consist,diff-bias_ambig,diff-bias_disambig,filename
20.299145299145295,26.06837606837607,20.94017094017094,0.4273504273504274,-5.128205128205128,result/-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf_eval_prompt_AAE_deepseek
11.431623931623932,11.11111111111111,10.256410256410255,-0.3205128205128205,-8.76068376068376,result/-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf_eval_prompt_AAE_chatgpt
32.47863247863248,34.508547008547005,28.63247863247863,-0.641025641025641,-7.051282051282051,result/-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf_eval_prompt_original
30.662393162393165,28.73931623931624,25.427350427350422,0.7478632478632479,-8.76068376068376,result/-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf_eval_prompt_prepositions_chatgpt
30.55555555555556,25.0,23.29059829059829,0.4273504273504274,-4.273504273504273,result/-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-chat-hf_eval_prompt_prepositions_deepseek
10.149572649572647,10.683760683760685,19.871794871794872,0.1068376068376068,-9.18803418803419,result/-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf_eval_prompt_AAE_chatgpt
28.63247863247863,25.64102564102564,45.51282051282051,1.4957264957264955,-4.914529914529915,result/-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf_eval_prompt_prepositions_deepseek
27.99145299145299,29.27350427350428,45.085470085470085,1.7094017094017095,-8.333333333333332,result/-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf_eval_prompt_prepositions_chatgpt
30.982905982905983,34.82905982905983,54.91452991452992,0.2136752136752137,-8.11965811965812,result/-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf_eval_prompt_original
20.405982905982903,26.17521367521368,38.67521367521368,-4.594017094017095,-5.769230769230769,result/-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf/result_-network-weights-llama.var-llama_2-Llama-2-13b-chat-hf_eval_prompt_AAE_deepseek
27.136752136752136,22.43589743589744,18.16239316239316,1.0683760683760684,-7.478632478632479,result/mosaicml-mpt-7b/result_mosaicml-mpt-7b_eval_prompt_AAE_deepseek
36.21794871794872,32.26495726495727,25.213675213675213,-2.6709401709401708,-7.6923076923076925,result/mosaicml-mpt-7b/result_mosaicml-mpt-7b_eval_prompt_original
29.594017094017094,25.747863247863243,22.64957264957265,-0.5341880341880342,-12.17948717948718,result/mosaicml-mpt-7b/result_mosaicml-mpt-7b_eval_prompt_prepositions_deepseek
32.9059829059829,27.45726495726496,22.863247863247864,0.2136752136752137,-10.042735042735044,result/mosaicml-mpt-7b/result_mosaicml-mpt-7b_eval_prompt_prepositions_chatgpt
11.965811965811966,9.722222222222223,8.974358974358974,0.2136752136752137,-8.974358974358974,result/mosaicml-mpt-7b/result_mosaicml-mpt-7b_eval_prompt_AAE_chatgpt
25.747863247863243,26.923076923076923,9.82905982905983,0.3205128205128205,-8.547008547008547,result/facebook-opt-6.7b/result_facebook-opt-6.7b_eval_prompt_prepositions_deepseek
21.26068376068376,24.89316239316239,8.333333333333332,0.3205128205128205,-10.47008547008547,result/facebook-opt-6.7b/result_facebook-opt-6.7b_eval_prompt_AAE_deepseek
31.1965811965812,34.508547008547005,11.752136752136751,0.4273504273504274,-14.743589743589745,result/facebook-opt-6.7b/result_facebook-opt-6.7b_eval_prompt_original
10.149572649572647,10.790598290598291,5.128205128205128,0.7478632478632479,-11.324786324786324,result/facebook-opt-6.7b/result_facebook-opt-6.7b_eval_prompt_AAE_chatgpt
28.418803418803417,30.662393162393165,11.965811965811966,2.3504273504273505,-12.606837606837606,result/facebook-opt-6.7b/result_facebook-opt-6.7b_eval_prompt_prepositions_chatgpt
35.14957264957265,32.15811965811966,12.606837606837606,0.1068376068376068,-5.769230769230769,result/-network-weights-llama.var-llama_2-Llama-2-7b-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-hf_eval_prompt_original
26.17521367521368,22.863247863247864,7.051282051282051,-0.3205128205128205,-4.487179487179487,result/-network-weights-llama.var-llama_2-Llama-2-7b-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-hf_eval_prompt_AAE_deepseek
14.316239316239315,8.974358974358974,2.9914529914529915,0.4273504273504274,-7.6923076923076925,result/-network-weights-llama.var-llama_2-Llama-2-7b-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-hf_eval_prompt_AAE_chatgpt
27.24358974358974,26.38888888888889,7.478632478632479,0.3205128205128205,-8.76068376068376,result/-network-weights-llama.var-llama_2-Llama-2-7b-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-hf_eval_prompt_prepositions_deepseek
30.982905982905983,27.77777777777778,10.042735042735044,1.0683760683760684,-11.11111111111111,result/-network-weights-llama.var-llama_2-Llama-2-7b-hf/result_-network-weights-llama.var-llama_2-Llama-2-7b-hf_eval_prompt_prepositions_chatgpt
32.05128205128205,27.136752136752136,15.384615384615383,-1.0683760683760684,-3.418803418803419,result/facebook-opt-2.7b/result_facebook-opt-2.7b_eval_prompt_prepositions_chatgpt
11.965811965811966,9.82905982905983,3.418803418803419,0.4273504273504274,-7.905982905982905,result/facebook-opt-2.7b/result_facebook-opt-2.7b_eval_prompt_AAE_chatgpt
28.73931623931624,25.961538461538463,15.17094017094017,-0.3205128205128205,-2.9914529914529915,result/facebook-opt-2.7b/result_facebook-opt-2.7b_eval_prompt_prepositions_deepseek
36.858974358974365,32.26495726495727,14.957264957264956,-0.9615384615384616,-5.128205128205128,result/facebook-opt-2.7b/result_facebook-opt-2.7b_eval_prompt_original
28.205128205128204,21.153846153846157,13.034188034188036,0.0,-4.700854700854701,result/facebook-opt-2.7b/result_facebook-opt-2.7b_eval_prompt_AAE_deepseek
27.67094017094017,26.70940170940171,16.23931623931624,-0.3205128205128205,-4.700854700854701,result/facebook-opt-1.3b/result_facebook-opt-1.3b_eval_prompt_prepositions_deepseek
35.47008547008547,31.517094017094017,15.598290598290598,0.0,-3.205128205128205,result/facebook-opt-1.3b/result_facebook-opt-1.3b_eval_prompt_original
12.713675213675211,9.18803418803419,4.914529914529915,0.1068376068376068,-8.11965811965812,result/facebook-opt-1.3b/result_facebook-opt-1.3b_eval_prompt_AAE_chatgpt
32.7991452991453,27.56410256410257,14.529914529914532,-0.1068376068376068,-8.333333333333332,result/facebook-opt-1.3b/result_facebook-opt-1.3b_eval_prompt_prepositions_chatgpt
30.128205128205128,20.61965811965812,10.256410256410255,-0.4273504273504274,-5.769230769230769,result/facebook-opt-1.3b/result_facebook-opt-1.3b_eval_prompt_AAE_deepseek
11.21794871794872,9.508547008547009,4.700854700854701,-1.1752136752136753,-8.547008547008547,result/tiiuae-falcon-7b/result_tiiuae-falcon-7b_eval_prompt_AAE_chatgpt
31.837606837606835,33.76068376068376,18.16239316239316,1.282051282051282,-11.752136752136751,result/tiiuae-falcon-7b/result_tiiuae-falcon-7b_eval_prompt_original
28.418803418803417,26.282051282051285,15.598290598290598,0.4273504273504274,-7.905982905982905,result/tiiuae-falcon-7b/result_tiiuae-falcon-7b_eval_prompt_prepositions_deepseek
28.525641025641026,28.418803418803417,14.102564102564102,0.1068376068376068,-10.897435897435898,result/tiiuae-falcon-7b/result_tiiuae-falcon-7b_eval_prompt_prepositions_chatgpt
22.542735042735043,23.61111111111111,8.547008547008547,-0.3205128205128205,-3.632478632478633,result/tiiuae-falcon-7b/result_tiiuae-falcon-7b_eval_prompt_AAE_deepseek
22.115384615384613,25.0,8.11965811965812,-0.3205128205128205,-11.11111111111111,result/facebook-opt-13b/result_facebook-opt-13b_eval_prompt_AAE_deepseek
